rowid	search_description	search_task	spectrum_filename	id
91	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B15-1.mzML	12
92	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B15-2.mzML	13
93	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B16-1.mzML	14
94	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B16-2.mzML	15
95	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B17-1.mzML	16
96	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B17-2.mzML	17
97	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B18-1.mzML	18
98	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B18-2.mzML	19
99	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B19-1.mzML	20
100	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B19-2.mzML	21
101	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B20-1.mzML	22
102	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B20-2.mzML	23
103	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B21-1.mzML	24
104	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B21-2.mzML	25
105	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B2-1.mzML	26
106	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B22-1.mzML	27
107	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B22-2.mzML	28
108	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B2-2.mzML	29
109	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B23-1.mzML	30
110	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B23-2.mzML	31
111	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B24-1.mzML	32
112	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B24-2.mzML	33
113	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B3-1.mzML	34
114	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B3-2.mzML	35
115	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B4-1.mzML	36
116	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B4-2.mzML	37
117	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B5-1.mzML	38
118	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B5-2.mzML	39
119	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B6-1.mzML	40
120	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B6-2.mzML	41
121	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B7-1.mzML	42
122	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B7-2.mzML	43
123	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B8-1.mzML	44
124	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B8-2.mzML	45
125	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B9-1.mzML	46
126	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/3B9-2.mzML	47
127	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H10-1.mzML	48
128	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H10-2.mzML	49
129	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H11-1.mzML	50
130	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H11-2.mzML	51
131	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H1-1.mzML	52
132	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H12-1.mzML	53
133	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H12-2.mzML	54
134	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H1-2.mzML	55
135	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H13-1.mzML	56
136	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H13-2.mzML	57
137	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H14-1.mzML	58
138	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H14-2.mzML	59
139	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H15-1.mzML	60
140	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H15-2.mzML	61
141	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H16-1.mzML	62
142	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H16-2.mzML	63
143	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H17-1.mzML	64
144	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H17-2.mzML	65
145	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H18-1.mzML	66
146	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H18-2.mzML	67
147	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H19-1.mzML	68
148	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H19-2.mzML	69
149	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H20-1.mzML	70
150	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H20-2.mzML	71
151	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H21-1.mzML	72
152	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H21-2.mzML	73
153	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H2-1.mzML	74
154	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H22-1.mzML	75
155	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H22-2.mzML	76
156	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H2-2.mzML	77
157	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H23-1.mzML	78
158	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H23-2.mzML	79
159	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H24-1.mzML	80
160	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H24-2.mzML	81
161	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H3-1.mzML	82
162	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H3-2.mzML	83
163	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H4-1.mzML	84
164	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H4-2.mzML	85
165	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H5-1.mzML	86
166	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H5-2.mzML	87
167	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H6-1.mzML	88
168	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H6-2.mzML	89
169	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H7-1.mzML	90
170	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H7-2.mzML	91
171	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H8-1.mzML	92
172	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H8-2.mzML	93
173	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H9-1.mzML	94
174	MSV000080254 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of Hep3B and MHCC97H, instrument is Q Exactive, part 2 of 3	9e32611a5efe4132ad62458cb7548a51	MSV000080254/ccms_peak/RAW/H9-2.mzML	95
175	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP10_1.mzML	96
176	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP10_2.mzML	97
177	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP11_1.mzML	98
178	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP11_2.mzML	99
179	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP1_1.mzML	100
180	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP12_1.mzML	101
181	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP12_2.mzML	102
182	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP1_2.mzML	103
183	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP13_1.mzML	104
184	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP13_2.mzML	105
185	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP14_1.mzML	106
186	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP14_2.mzML	107
187	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP15_1.mzML	108
188	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP15_2.mzML	109
189	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP16_1.mzML	110
190	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP16_2.mzML	111
191	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP17_1.mzML	112
192	MSV000080255 CHPP chr 1,8,20 proteome dataset using the HCC cell lines of MHCC97H and HCCLM3, instrument is Q Exactive, part 1 of 3 	85954d6bedf84ad8a8333a15a60ee221	MSV000080255/ccms_peak/RAW/CHPP_97H_RP17_2.mzML	113
